execute_time,dataset,throughput
170,10000,58.8235294117647
throughput,cpu_ave_fre,cpu1_temp,cpu2_temp,cpu_ave_usage,cpu1_power,cpu2_power,mlu_phy_mem_usage,mlu_vir_mem_usage,mlu_temp,mlu_power,mlu_usage,gpu_pref,gpu_temp,gpu_power,gpu_mem_usage,gpu_usage,fpga2_power,fpga2_temp,fpga1_power,fpga1_temp,power_total,cache_usage,mem_usage
58.824,1150.2,45.0,50.0,14.2,44.6,38.4,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,47.13,47.0,46.99,46.0,460.0,130955520.0,7650.0
58.824,1213.1,46.5,49.5,13.85,47.35,39.099999999999994,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,47.005,47.0,47.019999999999996,46.0,461.0,130955538.0,7723.5
58.824,1213.6,49.0,49.0,13.6,45.05,39.599999999999994,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,47.0,47.0,47.265,46.0,461.0,131002308.0,7804.0
58.824,1179.5500000000002,47.0,49.5,16.45,43.1,39.65,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,47.12,47.0,47.48,46.0,461.5,131141156.0,7951.5
58.824,1143.25,46.5,49.5,15.7,43.75,39.0,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,47.114999999999995,47.0,47.18,46.0,464.0,131321280.0,8127.5
58.824,1141.9499999999998,48.0,49.0,15.85,43.3,38.65,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,46.925,47.0,46.905,46.0,466.0,131501982.0,8304.0
58.824,1142.5,45.5,50.0,10.3,44.25,37.0,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,46.81,47.0,46.945,46.0,465.5,131854924.0,8649.5
58.824,1142.55,46.0,50.0,12.1,44.7,38.05,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,46.745000000000005,47.0,46.84,46.0,465.0,132012048.0,8874.0
58.824,1178.0,45.5,50.0,13.2,43.35,40.599999999999994,4221.0,16673.0,35.0,29.0,0.0,8.0,42.0,26.0,0.0,0.0,46.61,47.0,46.72,46.0,465.0,132077996.0,9246.5
58.824,1214.6,45.5,49.5,21.950000000000003,43.35,43.45,4221.0,16673.0,35.0,29.0,0.0,8.0,41.5,26.0,0.0,0.0,46.705,47.0,46.885,46.0,465.0,132077998.0,9443.5
58.824,1215.15,46.0,49.0,22.3,44.25,43.15,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.705,47.0,47.135,46.0,465.5,132078000.0,9441.5
58.824,1245.3000000000002,48.0,49.5,15.95,43.95,38.900000000000006,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.595,47.0,47.105000000000004,46.0,466.0,132078006.0,9704.0
58.824,1245.35,48.0,50.0,15.7,42.1,42.0,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.629999999999995,47.0,46.92,46.0,466.5,132078008.0,9823.0
58.824,1213.4,46.5,49.5,14.5,41.05,42.65,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.68,47.0,46.85,46.0,467.0,132078010.0,9463.0
58.824,1213.0,45.5,49.0,14.15,42.45,43.4,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.705,47.5,46.85,46.0,467.0,132078012.0,9292.0
58.824,1213.1,46.0,49.0,13.45,42.599999999999994,41.95,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.58,47.5,46.97,46.0,467.0,132078014.0,9609.0
58.824,1287.75,45.5,49.5,18.0,41.2,43.35,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,0.0,0.0,46.655,47.0,47.010000000000005,46.0,467.0,132078072.0,9904.0
58.824,1252.45,46.0,50.0,16.5,42.150000000000006,41.5,4221.0,16673.0,35.0,29.0,0.0,8.0,41.0,26.0,6.0,0.0,46.815,47.0,46.985,46.0,467.0,132078128.0,9551.0
