execute_time,dataset,throughput
107,10000,93.45794392523365
throughput,cpu_ave_fre,cpu1_temp,cpu2_temp,cpu_ave_usage,cpu1_power,cpu2_power,mlu_phy_mem_usage,mlu_vir_mem_usage,mlu_temp,mlu_power,mlu_usage,gpu_pref,gpu_temp,gpu_power,gpu_mem_usage,gpu_usage,fpga2_power,fpga2_temp,fpga1_power,fpga1_temp,power_total,cache_usage,mem_usage
93.458,1160.2,38.0,44.0,16.0,41.1,44.6,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.58,41.0,46.28,43.0,452.0,165647220.0,6934.0
93.458,1248.4,41.5,44.0,13.899999999999999,43.35,39.9,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.72,41.0,46.445,43.0,452.0,165683782.0,7040.5
93.458,1212.75,40.0,44.0,12.399999999999999,44.1,39.85,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.835,41.0,46.635,43.0,457.0,165683940.0,7142.5
93.458,1178.05,39.5,44.5,11.55,40.5,41.3,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.81,41.0,46.489999999999995,43.0,464.0,165726642.0,7444.0
93.458,1142.75,39.5,44.5,14.3,39.349999999999994,40.5,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.655,41.0,46.32,43.0,466.0,165827242.0,7675.5
93.458,1147.5,39.0,44.0,9.649999999999999,42.95,39.1,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,46.11,41.0,46.415,43.0,462.0,166061454.0,7873.0
93.458,1142.25,38.5,44.0,13.45,42.4,39.7,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,46.015,41.0,46.37,43.0,460.5,166176202.0,7962.0
93.458,1174.3000000000002,39.0,44.0,15.3,43.75,40.0,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.86,41.0,46.465,43.0,459.0,166242380.0,8039.0
93.458,1210.35,38.5,44.5,12.65,42.900000000000006,40.85,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.8,41.0,46.565,43.0,458.5,166252292.0,8108.0
93.458,1213.25,38.5,44.5,16.35,41.85,41.2,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.8,41.0,46.57,43.0,458.0,166252412.0,8151.0
93.458,1496.1999999999998,40.0,44.0,30.4,48.5,45.2,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.89,41.0,58.025000000000006,43.0,458.0,166252454.0,7730.0
93.458,1827.15,41.0,44.5,50.4,49.349999999999994,56.55,4221.0,16673.0,30.0,28.0,0.0,8.0,30.0,24.0,0.0,0.0,45.685,41.0,69.9,43.0,458.0,166252480.0,7766.0
