execute_time,dataset,throughput
148,10000,67.56756756756756
throughput,cpu_ave_fre,cpu1_temp,cpu2_temp,cpu_ave_usage,cpu1_power,cpu2_power,mlu_phy_mem_usage,mlu_vir_mem_usage,mlu_temp,mlu_power,mlu_usage,gpu_pref,gpu_temp,gpu_power,gpu_mem_usage,gpu_usage,fpga2_power,fpga2_temp,fpga1_power,fpga1_temp,power_total,cache_usage,mem_usage
67.568,1151.1,37.0,39.0,15.9,40.0,41.7,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.59,40.0,45.67,38.0,449.0,161813344.0,7369.0
67.568,1334.1999999999998,40.0,39.0,25.6,49.650000000000006,40.6,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.57,40.0,45.730000000000004,38.0,451.0,161813354.0,7537.0
67.568,1364.5,40.0,39.0,25.6,49.55,42.45,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.76,40.0,45.855000000000004,38.0,453.0,161813356.0,7583.5
67.568,1384.45,39.5,39.0,25.0,47.05,44.6,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.97,40.0,45.92,38.0,453.0,161813360.0,7629.0
67.568,1375.3,40.0,39.0,25.95,47.55,41.65,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.58,40.0,45.735,38.0,453.0,161813366.0,7672.0
67.568,1337.5,41.0,39.5,25.6,48.2,41.05,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.54,40.0,45.89,38.0,460.0,161813370.0,7762.5
67.568,1350.0,40.5,39.5,27.45,47.45,41.3,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.375,40.0,45.769999999999996,38.0,461.0,161813374.0,7811.0
67.568,1336.3000000000002,40.0,39.0,26.85,49.400000000000006,40.2,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.405,40.0,45.59,38.0,462.0,161813376.0,7859.0
67.568,1355.7,40.5,39.0,25.1,50.35,41.05,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.6,40.0,45.53,38.0,463.0,161813376.0,7903.5
67.568,1357.15,41.0,39.0,26.0,48.95,42.099999999999994,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.54,40.0,45.79,38.0,463.0,161813378.0,7948.5
67.568,1342.6,41.0,39.0,23.8,48.55,41.25,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,46.0,40.0,45.46,38.0,463.5,161813384.0,8037.5
67.568,1345.15,41.0,39.0,24.85,45.349999999999994,41.2,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.905,39.5,45.61,38.0,464.0,161813388.0,8080.0
67.568,1348.65,41.0,39.0,26.35,46.9,41.65,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.650000000000006,39.5,45.629999999999995,38.0,464.0,161813388.0,8126.5
67.568,1379.3000000000002,40.0,39.5,27.8,47.95,42.75,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.49,40.0,45.5,38.0,464.0,161813390.0,8176.0
67.568,1334.6,40.0,39.0,25.3,47.5,42.7,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.7,40.0,46.05,38.0,462.0,161813400.0,8265.5
67.568,1323.6999999999998,40.5,39.0,24.35,48.3,40.5,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.38,40.0,45.87,38.0,462.0,161813400.0,8310.0
67.568,1336.0,40.5,39.0,24.200000000000003,46.55,39.599999999999994,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.63,40.0,45.709999999999994,38.0,462.0,161813402.0,8353.5
67.568,1336.0,40.0,39.0,25.35,47.35,41.099999999999994,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.775000000000006,40.0,45.76,38.0,462.5,161813406.0,8396.5
67.568,1323.65,40.5,39.0,24.9,49.7,40.7,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.67,40.0,45.97,38.0,463.5,161813410.0,8439.5
67.568,1349.15,41.0,39.0,26.15,47.7,41.4,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.58,40.0,45.575,38.0,463.5,161813412.0,8535.5
67.568,1311.95,41.0,39.0,23.15,48.8,40.25,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.74,40.0,45.57,38.0,463.0,161813414.0,8577.5
67.568,1348.0,41.0,39.5,25.65,47.95,40.5,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.555,40.0,45.605000000000004,38.0,463.0,161813418.0,8622.0
67.568,1349.75,41.0,40.0,26.05,48.45,40.349999999999994,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.39,40.0,45.635000000000005,38.0,463.0,161813420.0,8667.0
67.568,1320.6,41.5,39.5,25.3,48.75,39.849999999999994,4221.0,16673.0,29.0,28.0,0.0,8.0,29.0,24.0,0.0,0.0,45.41,40.0,45.63,38.0,463.5,161813420.0,8711.5
